pid,wave,group_f,z_verbal,z_money,att_baseline,prior_engagement,polknow_total,pol_interest_general,newsuse_online,edu_time,age,gender_f,url_int_visits_yn,att_pre,att_post,att_signed,att_abs,kno_pre,kno_post,kno_signed,n_visits_total,exp_topic_uptake_n,exp_topic_uptake_yn,n_topic_search,n_topic_url,n_topic_domains,total_duration,topic_duration,exp_topic_uptake_dw,exp_topic_uptake_logdw,n_scored,n_domains,exp_q_dur,exp_q_unw,exp_q_log,n_scored_news,n_domains_news,exp_q_dur_news,exp_q_unw_news,exp_q_log_news,n_scored_all,n_domains_all,exp_q_dur_all,exp_q_unw_all,exp_q_log_all,meets_activity_threshold,hab_overall_dw_pc1,hab_news_dw_pc1,hab_news_corrected_dw_pc1,hab_overall_dw_sd_pc1,hab_news_dw_sd_pc1,hab_news_corrected_dw_sd_pc1,hab_overall_level_group,hab_news_level_group,hab_news_corrected_level_group,hab_overall_diversity_group,hab_news_diversity_group,hab_news_corrected_diversity_group,hab_overall_level_diversity_group,hab_news_level_diversity_group,hab_news_corrected_level_diversity_group,nfc,topic,y_abs,y_signed,effort_count,q_primary,t_verbal,t_money
274518574380,3,verbal,1,NA,7,1,0.7058823529411765,5,8,13,54,not female,0,7,7,0,0,3,3,0,60,0,0,0,0,0,3524,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.4747644453670618,0.71153824924995,0.796940096219946,0.17047060993051755,0.04231446826094477,0.065519419040634,low,high,high,high,low,high,low_level-high_diversity,high_level-low_diversity,high_level-high_diversity,7,Cannabis legalisation,0,0,0,NA,1,0
274526852832,3,verbal,1,NA,1,1,0.29411764705882354,5,8,13,33,not female,0,1,6,5,5,3,3,0,176,0,0,0,0,0,7939,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.6779425649247712,0.649956272688751,0.650370838079818,0.08734354845437889,NA,0.1336639221015863,high,low,low,high,NA,high,high_level-high_diversity,NA,low_level-high_diversity,6.5,Cannabis legalisation,5,5,0,NA,1,0
274533484212,3,verbal,1,NA,4,1,0.5882352941176471,4,8,13,39,not female,0,4,4,0,0,2,3,1,17,0,0,0,0,0,407,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.664372713161187,0.6376397740155628,0.6507900063621356,0.02693181227891573,0.04057707275884113,0.04488772040679006,high,low,low,low,low,low,high_level-low_diversity,low_level-low_diversity,low_level-low_diversity,5.5,Cannabis legalisation,0,0,0,NA,1,0
274596068844,3,verbal,1,NA,7,0,0.7647058823529411,4,5,14,45,female,0,7,7,0,0,2,3,1,698,2,1,2,0,1,16572,30,0.0018102824040550326,0.0034923415170180685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0.668271133133525,0.668271133133525,0.6682711331335249,TRUE,0.6694847583058584,0.6463259067236102,0.6589221460816185,0.02503756145192256,0.05408783994837251,0.0765831362368233,high,low,low,low,high,high,high_level-low_diversity,low_level-high_diversity,low_level-high_diversity,6,Cannabis legalisation,0,0,2,NA,1,0
274654142496,3,monetary,NA,1,7,1,0.7058823529411765,3,4,13,38,not female,1,7,6,-1,1,2,3,1,221,2,1,1,1,2,5359,152,0.028363500653106923,0.013759727138668394,1,1,0.682819360793679,0.682819360793679,0.682819360793679,NA,NA,NA,NA,NA,2,2,0.6935800640951065,0.7412346072871425,0.7242170501527423,TRUE,0.6297990845990772,0.6314081380248933,0.7672129419722968,0.17420955403414096,0.01617006069224575,0.0749694323760772,low,low,high,high,low,high,low_level-high_diversity,low_level-low_diversity,high_level-high_diversity,5.5,Cannabis legalisation,1,-1,2,0.682819360793679,0,1
274671650160,3,monetary,NA,1,7,0,0.17647058823529413,5,3,10,56,female,1,7,7,0,0,1,3,2,139,2,1,1,1,2,3181,228,0.0716755737189563,0.022598378703014278,1,1,0.932303283086416,0.932303283086416,0.932303283086416,1,1,0.932303283086416,0.932303283086416,0.932303283086416,2,2,0.925903336935697,0.865976568433511,0.8904155512563884,TRUE,0.7559278690934972,0.6686958523575889,0.7916643860823033,0.12087020381701866,0.01906712260964196,0.04220903637743675,high,low,high,high,low,low,high_level-high_diversity,low_level-low_diversity,high_level-low_diversity,6.5,Cannabis legalisation,0,0,2,0.932303283086416,0,1
274758455232,3,verbal,1,NA,6,1,0.4117647058823529,2,1,14,23,female,0,6,6,0,0,2,3,1,23,0,0,0,0,0,1924,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.6948718042751311,0.7308403788242238,0.7113772498993113,0.08705346261231305,0.07957247577695051,0.0944162972887854,high,high,high,high,high,high,high_level-high_diversity,high_level-high_diversity,high_level-high_diversity,5.5,Cannabis legalisation,0,0,0,NA,1,0
274880751012,3,control,0,0,5,0,0.8235294117647058,4,6,17,56,not female,0,5,4,-1,1,2,2,0,540,0,0,0,0,0,11496,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.6677450523098124,0.6445442957144905,0.7150481634384233,0.10985549130622688,0.04952917642603072,0.07701899539577008,high,low,high,high,low,high,high_level-high_diversity,low_level-low_diversity,high_level-high_diversity,5,Cannabis legalisation,1,-1,0,NA,0,0
275780146716,3,monetary,NA,1,7,0,0.5294117647058824,4,4,13,47,not female,0,7,7,0,0,3,3,0,81,0,0,0,0,0,5188,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.5699050303072496,0.755136387124125,0.7442581307667446,0.16875125276470448,0.05255098522330981,0.05336628391223925,low,high,high,high,low,low,low_level-high_diversity,high_level-low_diversity,high_level-low_diversity,5.5,Cannabis legalisation,0,0,0,NA,0,1
275794438896,3,control,0,0,4,1,0.35294117647058826,4,8,12,69,female,0,4,4,0,0,3,4,1,24,0,0,0,0,0,1282,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.7861565041363631,0.7869009107019644,0.7861565041363631,0.02650513742291137,0.02377141180845494,0.02650513742291137,high,high,high,low,low,low,high_level-low_diversity,high_level-low_diversity,high_level-low_diversity,7,Cannabis legalisation,0,0,0,NA,0,0
275853123360,3,verbal,1,NA,3,0,0.5882352941176471,1,0,12,66,female,0,3,4,1,1,1,1,0,117,0,0,0,0,0,3076,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.6982490430659427,NA,0.799649853780606,0.14985625673212305,NA,NA,high,NA,high,high,NA,NA,high_level-high_diversity,NA,NA,NA,Cannabis legalisation,1,1,0,NA,1,0
275910784560,3,monetary,NA,1,1,0,0.4117647058823529,4,6,13,58,female,1,1,4,3,3,3,3,0,204,2,1,1,1,2,5501,102,0.01854208325758953,0.015501561008236112,1,1,0.932303283086416,0.932303283086416,0.932303283086416,1,1,0.932303283086416,0.932303283086416,0.932303283086416,2,2,0.889919353678097,0.812215483096179,0.8365710832800979,TRUE,0.7576344363906501,0.6696503035178876,0.7596364211990613,0.04060142881804126,0.04354261431638326,0.0362050637944314,high,low,high,low,low,low,high_level-low_diversity,low_level-low_diversity,high_level-low_diversity,6,Cannabis legalisation,3,3,2,0.932303283086416,0,1
276126931980,3,monetary,NA,1,2,0,0.8235294117647058,5,8,17,68,not female,0,2,1,-1,1,2,2,0,91,0,0,0,0,0,7275,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.6733584323618417,0.6700081211174582,0.7787170802560528,0.16565888198276252,0.05353303822155766,0.01797637288845145,high,low,high,high,low,low,high_level-high_diversity,low_level-low_diversity,high_level-low_diversity,6,Cannabis legalisation,1,-1,0,NA,0,1
276150871980,3,control,0,0,7,1,0.7058823529411765,1,7,14,38,not female,0,7,7,0,0,2,3,1,105,0,0,0,0,0,3214,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.558934361580899,0.7420586749866322,0.7055361464074476,0.14954595687793457,0.06794848500427916,0.07825202030046885,low,high,low,high,high,high,low_level-high_diversity,high_level-high_diversity,low_level-high_diversity,4,Cannabis legalisation,0,0,0,NA,0,0
276190955064,3,control,0,0,1,0,0.9411764705882353,5,6,11,47,female,0,1,1,0,0,2,2,0,127,0,0,0,0,0,5187,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.7665858455602849,NA,0.7661555486991698,0.02494551708983053,NA,0.02443405210257126,high,NA,high,low,NA,low,high_level-low_diversity,NA,high_level-low_diversity,6.5,Cannabis legalisation,0,0,0,NA,0,0
276272487864,3,verbal,1,NA,1,0,0.7647058823529411,4,8,13,44,not female,0,1,1,0,0,2,3,1,263,0,0,0,0,0,5420,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.5610134282497864,0.6612907854799731,0.6638420887348064,0.1400653850663727,0.03535677906126843,0.04550949426581543,low,low,low,high,low,low,low_level-high_diversity,low_level-low_diversity,low_level-low_diversity,4.5,Cannabis legalisation,0,0,0,NA,1,0
276479328780,3,monetary,NA,1,6,1,0.7058823529411765,4,2,18,52,not female,0,6,7,1,1,4,3,-1,10,0,0,0,0,0,561,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.46518959200366,0.648355875595028,0.6944375354841693,0.11342398575788148,NA,0.0096086903105617,low,low,low,high,NA,low,low_level-high_diversity,NA,low_level-low_diversity,3,Cannabis legalisation,1,1,0,NA,0,1
276821393760,3,control,0,0,5,0,0.47058823529411764,4,6,10,61,female,0,5,4,-1,1,2,2,0,8,0,0,0,0,0,1019,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.6603757054461673,0.6674778238015756,0.6612982253046729,0.05115346007930619,0.02820786854606381,0.00732432094839032,low,low,low,low,low,low,low_level-low_diversity,low_level-low_diversity,low_level-low_diversity,6,Cannabis legalisation,1,-1,0,NA,0,0
277769624328,3,control,0,0,5,0,0.5882352941176471,4,4,17,33,not female,0,5,5,0,0,3,2,-1,8,0,0,0,0,0,842,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.6279878135446983,0.6553150629132469,0.6330032218332491,0.07979745162816841,0.01873818531616458,0.0182507808058943,low,low,low,low,low,low,low_level-low_diversity,low_level-low_diversity,low_level-low_diversity,NA,Cannabis legalisation,0,0,0,NA,0,0
277781255748,3,verbal,1,NA,5,NA,0.7058823529411765,3,8,12,51,not female,0,5,7,2,2,2,2,0,189,0,0,0,0,0,6920,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.4537538162774295,0.657704132898628,0.6574101456606081,0.12917315963686654,0.03321529541415145,0.03472530847378606,low,low,low,high,low,low,low_level-high_diversity,low_level-low_diversity,low_level-low_diversity,6,Cannabis legalisation,2,2,0,NA,1,0
277792883064,3,monetary,NA,1,7,1,0.6470588235294118,4,5,17,37,not female,0,7,6,-1,1,4,4,0,180,0,0,0,0,0,7568,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.6406235021779547,0.62179963661493165,0.6311670017727857,0.04619793450999463,0.03952641333106148,0.05013347329275447,low,low,low,low,low,low,low_level-low_diversity,low_level-low_diversity,low_level-low_diversity,7,Cannabis legalisation,1,-1,0,NA,0,1
277824618612,3,control,0,0,5,0,0.4117647058823529,2,7,12,39,female,0,5,5,0,0,2,3,1,23,0,0,0,0,0,397,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.6760013155129992,0.6363743609031033,0.6901499784841137,0.09957800293050945,0.07807887305825952,0.07738355580140435,high,low,low,high,high,high,high_level-high_diversity,low_level-high_diversity,low_level-high_diversity,4,Cannabis legalisation,0,0,0,NA,0,0
277871473980,3,monetary,NA,1,6,0,0.6470588235294118,3,4,18,36,female,1,6,6,0,0,1,3,2,67,8,1,7,1,2,2534,402,0.15864246250986583,0.13011189244939828,1,1,0.9323032830864159,0.932303283086416,0.932303283086416,1,1,0.9323032830864159,0.932303283086416,0.932303283086416,8,2,0.8042279864674763,0.7012751518776364,0.7245662015249223,TRUE,0.47159647292092377,NA,0.692127683105942,0.13706677742122475,NA,NA,low,NA,low,high,NA,NA,low_level-high_diversity,NA,NA,7,Cannabis legalisation,0,0,8,0.9323032830864159,0,1
277902182844,3,control,0,0,1,0,0.5882352941176471,5,5,15,41,not female,0,1,1,0,0,1,2,1,45,0,0,0,0,0,3236,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.7035472079968853,0.673345608147543,0.7917155616834773,0.11452139234056706,0.082409799667932,0.03622529771942162,high,high,high,high,high,low,high_level-high_diversity,high_level-high_diversity,high_level-low_diversity,5,Cannabis legalisation,0,0,0,NA,0,0
277948352160,3,monetary,NA,1,4,1,0.7647058823529411,4,5,13,60,female,1,4,6,2,2,3,2,-1,243,3,1,1,2,3,12138,211,0.01738342395781842,0.014011315782051581,2,2,0.679047346906204,0.6305500254958121,0.6531056489481103,1,1,0.578280690197945,0.578280690197945,0.578280690197945,3,3,0.6781791211520072,0.6431237280417164,0.657400455030984,TRUE,0.7750816225173722,0.7133017141394368,0.8229844887837194,0.1390804127711041,0.04130181828695988,0.06459054035891502,high,high,high,high,low,high,high_level-high_diversity,high_level-low_diversity,high_level-high_diversity,5.5,Cannabis legalisation,2,2,3,0.679047346906204,0,1
277955127180,3,monetary,NA,1,3,1,0.7058823529411765,4,8,15,44,not female,0,3,4,1,1,2,2,0,31,0,0,0,0,0,729,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.646460633952786,0.6431503357185324,0.6436075420030927,0.03729873325137221,0.03535624011535118,0.03574448278849662,low,low,low,low,low,low,low_level-low_diversity,low_level-low_diversity,low_level-low_diversity,5.5,Cannabis legalisation,1,1,0,NA,0,1
277957794096,3,control,0,0,5,1,0.7058823529411765,3,2,20,37,female,0,5,5,0,0,2,2,0,83,0,0,0,0,0,3561,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.7242515760463359,0.6945802767070929,0.6892184676901896,0.11452131191097364,0.10073912870718071,0.0988820722553435,high,high,low,high,high,high,high_level-high_diversity,high_level-high_diversity,low_level-high_diversity,NA,Cannabis legalisation,0,0,0,NA,0,0
277967714148,3,control,0,0,7,1,0.6470588235294118,4,7,13,58,not female,0,7,7,0,0,4,3,-1,21,0,0,0,0,0,2952,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.41509248620919487,NA,NA,0.04394854818553832,NA,NA,low,NA,NA,low,NA,NA,low_level-low_diversity,NA,NA,7,Cannabis legalisation,0,0,0,NA,0,0
278016416316,3,control,0,0,1,1,0.47058823529411764,3,5,20,50,female,0,1,1,0,0,3,2,-1,18,0,0,0,0,0,1572,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.6984160201928852,0.6363628890650725,0.7212319490629003,0.12559038299978817,0.07271682084431016,0.12993657473088915,high,low,high,high,high,high,high_level-high_diversity,low_level-high_diversity,high_level-high_diversity,4.5,Cannabis legalisation,0,0,0,NA,0,0
278052255864,3,control,0,0,4,0,0.5882352941176471,4,8,13,43,female,0,4,4,0,0,3,2,-1,244,0,0,0,0,0,22946,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.5628107283787207,0.5729751623243373,0.5689495264134193,0.08457606539824465,0.01855864367304268,0.07862311536782797,low,low,low,low,low,high,low_level-low_diversity,low_level-low_diversity,low_level-high_diversity,NA,Cannabis legalisation,0,0,0,NA,0,0
278064084960,3,verbal,1,NA,1,1,0.5294117647058824,3,0,10,45,not female,1,1,1,0,0,2,3,1,1584,2,1,1,1,2,47511,157,0.0033044979057481427,0.002361394413989554,1,1,0.682819360793679,0.682819360793679,0.682819360793679,NA,NA,NA,NA,NA,2,2,0.6807807556438485,0.6755452469636021,0.6771514882053101,TRUE,0.680376825234097,0.6934441632947376,0.7487268823182699,0.12564598819235992,0.0732172055560236,0.06296011070572896,high,high,high,high,high,high,high_level-high_diversity,high_level-high_diversity,high_level-high_diversity,4,Cannabis legalisation,0,0,2,0.682819360793679,1,0
278079206148,3,verbal,1,NA,7,0,0.7647058823529411,3,3,13,59,not female,1,7,7,0,0,2,3,1,186,2,1,1,1,2,16963,90,0.005305665271473206,0.015555569835878085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.668271133133525,0.668271133133525,0.668271133133525,TRUE,0.4491118769538913,NA,0.7282545765913131,0.10491668922306702,NA,0.00661627508435972,low,NA,high,high,NA,low,low_level-high_diversity,NA,high_level-low_diversity,5.5,Cannabis legalisation,0,0,2,NA,1,0
278168810148,3,control,0,0,5,1,0.8235294117647058,5,8,16,59,not female,0,5,4,-1,1,2,2,0,84,0,0,0,0,0,10058,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.3946531408444727,0.7215408136885586,0.7324097302718563,0.08156513415979696,0.06187867658792871,0.07618489903781844,low,high,high,low,high,high,low_level-low_diversity,high_level-high_diversity,high_level-high_diversity,6.5,Cannabis legalisation,1,-1,0,NA,0,0
278241382548,3,control,0,0,1,0,0.5294117647058824,1,8,9,49,not female,0,1,1,0,0,1,1,0,453,0,0,0,0,0,22111,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.7941631368038263,0.6416174716303499,0.8870245684067556,0.20362651160919432,0.01680580691964811,0.07382032771440473,high,low,high,high,low,high,high_level-high_diversity,low_level-low_diversity,high_level-high_diversity,4,Cannabis legalisation,0,0,0,NA,0,0
278441178948,3,control,0,0,3,1,0.8235294117647058,5,8,17,65,not female,0,3,4,1,1,2,3,1,458,0,0,0,0,0,13219,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.6462526544552691,0.6232627117893093,0.6463547092664268,0.04537653619455571,0.00755062725171555,0.04429316487681141,low,low,low,low,low,low,low_level-low_diversity,low_level-low_diversity,low_level-low_diversity,7,Cannabis legalisation,1,1,0,NA,0,0
278572228560,3,verbal,1,NA,7,0,0.7058823529411765,5,8,21,27,female,1,7,7,0,0,2,4,2,158,3,1,2,1,2,15973,197,0.012333312464784323,0.017202222891880833,1,1,0.578455258625987,0.578455258625987,0.578455258625987,1,1,0.578455258625987,0.578455258625987,0.578455258625987,1,1,0.578455258625987,0.578455258625987,0.578455258625987,TRUE,0.7629705452548438,0.8103478890436435,0.8078896623421626,0.13244280341025166,0.02255206058085009,0.02984047067326817,high,high,high,high,low,low,high_level-high_diversity,high_level-low_diversity,high_level-low_diversity,5.5,Cannabis legalisation,0,0,3,0.578455258625987,1,0
278622229644,3,verbal,1,NA,4,1,0.8235294117647058,3,5,13,55,not female,0,4,4,0,0,2,3,1,11,0,0,0,0,0,1461,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.7009538261579118,0.78367572130994545,0.7919423020286429,0.12251749835680788,0.06158369661522198,0.02046212916083983,high,high,high,high,high,low,high_level-high_diversity,high_level-high_diversity,high_level-low_diversity,4,Cannabis legalisation,0,0,0,NA,1,0
278633794032,3,verbal,1,NA,1,1,0.5294117647058824,4,2,14,67,female,0,1,1,0,0,2,3,1,48,0,0,0,0,0,4213,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.7029391005215274,NA,0.7286932313580259,0.02988048473412168,NA,NA,high,NA,high,low,NA,NA,high_level-low_diversity,NA,NA,4,Cannabis legalisation,0,0,0,NA,1,0
278659579464,3,monetary,NA,1,2,0,0,3,0,9,45,not female,0,2,2,0,0,1,2,1,196,1,1,1,0,1,6887,32,0.004646435312908378,0.007146798138314781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.668271133133525,0.668271133133525,0.668271133133525,TRUE,0.6429028713989231,0.6689086435063135,0.666767298907898,0.08154804991548671,0.0195652884572571,0.0254660607364342,low,low,low,low,low,low,low_level-low_diversity,low_level-low_diversity,low_level-low_diversity,3,Cannabis legalisation,0,0,1,NA,0,1
278660944728,3,control,0,0,4,0,0.5882352941176471,3,1,16,37,female,0,4,4,0,0,2,2,0,98,0,0,0,0,0,2956,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.6372641886693775,0.6485972965873855,0.682137443468187,0.1162093428010024,0.01028194510993287,0.05817506837230046,low,low,low,high,low,high,low_level-high_diversity,low_level-low_diversity,low_level-high_diversity,5,Cannabis legalisation,0,0,0,NA,0,0
