pid,wave,group_f,z_verbal,z_money,att_baseline,prior_engagement,polknow_total,pol_interest_general,newsuse_online,edu_time,age,gender_f,url_int_visits_yn,att_pre,att_post,att_signed,att_abs,kno_pre,kno_post,kno_signed,n_visits_total,exp_topic_uptake_n,exp_topic_uptake_yn,n_topic_search,n_topic_url,n_topic_domains,total_duration,topic_duration,exp_topic_uptake_dw,exp_topic_uptake_logdw,n_scored,n_domains,exp_q_dur,exp_q_unw,exp_q_log,n_scored_news,n_domains_news,exp_q_dur_news,exp_q_unw_news,exp_q_log_news,n_scored_all,n_domains_all,exp_q_dur_all,exp_q_unw_all,exp_q_log_all,meets_activity_threshold,hab_overall_dw_pc1,hab_news_dw_pc1,hab_news_corrected_dw_pc1,hab_overall_dw_sd_pc1,hab_news_dw_sd_pc1,hab_news_corrected_dw_sd_pc1,hab_overall_level_group,hab_news_level_group,hab_news_corrected_level_group,hab_overall_diversity_group,hab_news_diversity_group,hab_news_corrected_diversity_group,hab_overall_level_diversity_group,hab_news_level_diversity_group,hab_news_corrected_level_diversity_group,nfc,topic,y_abs,y_signed,effort_count,q_primary,t_verbal,t_money
290011993128,1,monetary,NA,1,7,1,0.5882352941176471,5,8,15,44,not female,0,7,7,0,0,3,4,1,139,0,0,0,0,0,5549,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.6777571170805617,0.6481648000659147,0.6862568545677733,0.06128370939062914,0.08017506017037546,0.07485755516796175,high,low,low,low,high,high,high_level-low_diversity,low_level-high_diversity,low_level-high_diversity,5.5,Basic child support,0,0,0,NA,0,1
290022801696,1,control,0,0,7,0,0.5882352941176471,5,1,11,64,not female,0,7,6,-1,1,2,1,-1,43,0,0,0,0,0,1176,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,Basic child support,1,-1,0,NA,0,0
290634638328,1,verbal,1,NA,4,NA,0.4117647058823529,3,3,18,67,female,0,4,3,-1,1,1,2,1,323,0,0,0,0,0,14055,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.7158978907163627,0.816946216297037,0.7283959930114252,0.04186753373254957,NA,0.00331576308988402,high,high,high,low,NA,low,high_level-low_diversity,NA,high_level-low_diversity,5.5,Basic child support,1,-1,0,NA,1,0
290638059012,1,monetary,NA,1,4,0,0.8235294117647058,4,8,12,61,not female,1,4,4,0,0,3,3,0,121,3,1,1,2,3,3793,163,0.04297389928816241,0.03332742991071996,2,2,0.915821312201419,0.8831870098491255,0.8927243959544429,1,1,0.932303283086416,0.932303283086416,0.932303283086416,3,3,0.9058433955272388,0.855341291159619,0.8693744070224525,TRUE,0.7055121329326415,0.7010406240694925,0.7109401582558948,0.05154523972255842,0.0839751902179774,0.04113283488004243,high,high,high,low,high,low,high_level-low_diversity,high_level-high_diversity,high_level-low_diversity,6,Basic child support,0,0,3,0.915821312201419,0,1
290681287128,1,verbal,1,NA,5,0,0.5294117647058824,4,8,12,38,not female,1,5,6,1,1,2,3,1,486,5,1,2,3,4,16466,124,0.007530669257864691,0.012365944280662657,2,2,0.7094190573011524,0.6536980008548365,0.6728884820296961,1,1,0.932303283086416,0.932303283086416,0.932303283086416,4,3,0.6888450952173388,0.6609845669941807,0.6705798075816106,TRUE,0.4327229584430912,0.7576547039185967,0.7541266594994487,0.12313694310987924,0.02168766361944869,0.04369081751122559,low,high,high,high,low,low,low_level-high_diversity,high_level-low_diversity,high_level-low_diversity,6,Basic child support,1,1,5,0.7094190573011524,1,0
291584235528,1,monetary,NA,1,4,0,0.7058823529411765,1,0,17,42,not female,0,4,4,0,0,1,2,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,Basic child support,0,0,0,NA,0,1
291601202148,1,control,0,0,4,0,0.47058823529411764,3,2,10,58,not female,0,4,4,0,0,1,1,0,17,0,0,0,0,0,451,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.6430623842125184,0.6482373264099844,0.648259606063806,0.0368028837438662,0.00181077950590904,0.00257902350741728,low,low,low,low,low,low,low_level-low_diversity,low_level-low_diversity,low_level-low_diversity,4.5,Basic child support,0,0,0,NA,0,0
291621786444,1,monetary,NA,1,4,0,0.5882352941176471,2,1,12,19,female,0,4,5,1,1,1,3,2,2,0,0,0,0,0,695,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Basic child support,1,1,0,NA,0,1
291758381244,1,monetary,NA,1,5,0,0.7058823529411765,5,2,20,61,not female,1,5,5,0,0,1,3,2,534,7,1,4,3,4,24793,1583,0.06384866696244908,0.019998418052860657,2,2,0.8583146009154335,0.8831870098491255,0.8787478463188559,1,1,0.932303283086416,0.932303283086416,0.932303283086416,2,2,0.8583146009154335,0.8831870098491255,0.8787478463188559,TRUE,0.6518828402486725,0.6861301656505182,0.6826094210249462,0.1406198590500093,0.07733300274440624,0.11059109176663907,low,high,low,high,high,high,low_level-high_diversity,high_level-high_diversity,low_level-high_diversity,5.5,Basic child support,0,0,7,0.8583146009154335,0,1
291933006444,1,monetary,NA,1,4,0,0.5294117647058824,4,5,12,39,not female,1,4,6,2,2,2,4,2,110,7,1,6,1,2,6661,940,0.1411199519591653,0.09154129838825374,1,1,0.704671942120245,0.704671942120245,0.704671942120245,1,1,0.704671942120245,0.704671942120245,0.704671942120245,7,2,0.6781070964129152,0.6734712487030564,0.6748229012421382,TRUE,0.7721634992285905,0.6829099760623119,0.8652559349784733,0.125649940663401,0.06634420249623069,0.11124567616836434,high,high,high,high,high,high,high_level-high_diversity,high_level-high_diversity,high_level-high_diversity,6,Basic child support,2,2,7,0.704671942120245,0,1
291945183012,1,control,0,0,7,0,0.5294117647058824,3,1,12,41,not female,0,7,7,0,0,2,2,0,949,0,0,0,0,0,22199,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.5256388392126227,0.7339408902799386,0.7927691253599276,0.18420414421815764,0.091393254909963,0.03528538338534813,low,high,high,high,high,low,low_level-high_diversity,high_level-high_diversity,high_level-low_diversity,5,Basic child support,0,0,0,NA,0,0
292037520960,1,verbal,1,NA,5,1,0.5882352941176471,5,3,15,31,not female,0,5,7,2,2,3,3,0,35,0,0,0,0,0,387,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.7611756669212175,0.6369599837841224,0.8245982752363088,0.1340966185867857,0.02360919155284791,0.1420451332023981,high,low,high,high,low,high,high_level-high_diversity,low_level-low_diversity,high_level-high_diversity,6,Basic child support,2,2,0,NA,1,0
292134583980,1,monetary,NA,1,7,0,0.7058823529411765,4,7,12,59,female,0,7,7,0,0,2,2,0,87,0,0,0,0,0,1913,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.5420800947871586,NA,0.692127683105942,0.1194406673724348,NA,NA,low,NA,low,high,NA,NA,low_level-high_diversity,NA,NA,6.5,Basic child support,0,0,0,NA,0,1
292146350148,1,monetary,NA,1,7,1,0.7058823529411765,4,8,12,59,not female,1,7,6,-1,1,3,3,0,238,6,1,4,2,4,10798,296,0.027412483793295056,0.03103368450861796,2,1,0.932303283086416,0.932303283086416,0.932303283086416,2,1,0.932303283086416,0.932303283086416,0.932303283086416,5,3,0.8898989533672708,0.8264354813735139,0.8601733734518783,TRUE,0.6631742650543675,0.652143875420344,0.6571954162853636,0.02458559179220692,0.01235789562293616,0.02944070260182894,high,low,low,low,low,low,high_level-low_diversity,low_level-low_diversity,low_level-low_diversity,6,Basic child support,1,-1,6,0.932303283086416,0,1
292249837296,1,control,0,0,7,1,0.5294117647058824,4,6,10,42,female,0,7,1,-6,6,4,1,-3,29,0,0,0,0,0,1681,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.7408881332140086,0.7687236397063941,0.7618259685180162,0.10465385026975256,0.03963175723029358,0.06407607526067775,high,high,high,high,low,high,high_level-high_diversity,high_level-low_diversity,high_level-high_diversity,5.5,Basic child support,6,-6,0,NA,0,0
292294294560,1,control,0,0,4,1,0.7647058823529411,4,1,13,65,female,1,4,5,1,1,2,2,0,341,5,1,3,2,3,9279,158,0.01702769695010238,0.018888130321262353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0.6682711331335249,0.668271133133525,0.668271133133525,TRUE,0.7104062374912605,0.6513426593646156,0.90021562277115,0.22308492748863956,0.05915939969207169,0.0842460676151373,high,low,high,high,high,high,high_level-high_diversity,low_level-high_diversity,high_level-high_diversity,6.5,Basic child support,1,1,5,NA,0,0
292295663928,1,control,0,0,6,0,0.7647058823529411,4,8,15,63,female,0,6,4,-2,2,2,3,1,378,0,0,0,0,0,18077,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.4317415632509957,NA,0.6390577416702581,0.07816561488430569,NA,0.08029605605517402,low,NA,low,low,NA,high,low_level-low_diversity,NA,low_level-high_diversity,5,Basic child support,2,-2,0,NA,0,0
292337935128,1,control,0,0,5,0,0.5882352941176471,2,1,13,46,female,0,5,4,-1,1,2,2,0,207,0,0,0,0,0,6650,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.7981312827404936,0.6772496791579397,0.7992923757835733,0.0157870998571599,0.06070581234943561,0.00885494668518206,high,high,high,low,high,low,high_level-low_diversity,high_level-high_diversity,high_level-low_diversity,4.5,Basic child support,1,-1,0,NA,0,0
292380889644,1,monetary,NA,1,6,0,0.6470588235294118,2,5,15,50,female,0,6,6,0,0,2,3,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.6971627835196863,0.64280305900301,0.7144180342798423,0.04220533861961788,NA,0.04526447117881947,high,low,high,low,NA,low,high_level-low_diversity,NA,high_level-low_diversity,6.5,Basic child support,0,0,0,NA,0,1
292439852496,1,verbal,1,NA,4,NA,0.7058823529411765,4,8,17,43,not female,0,4,3,-1,1,2,3,1,177,0,0,0,0,0,8503,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.632869467090018,0.725847669262189,0.725847669262189,0.11619328559326338,0.0736305677648504,0.0736305677648504,low,high,high,high,high,high,low_level-high_diversity,high_level-high_diversity,high_level-high_diversity,5.5,Basic child support,1,-1,0,NA,1,0
292516663644,1,verbal,1,NA,4,0,0.058823529411764705,1,0,13,62,female,0,4,5,1,1,1,1,0,380,0,0,0,0,0,9991,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.7558328790549185,0.7970359120322559,0.7881705282571511,0.05653111367921364,0.01455381171297708,0.0094398194529252,high,high,high,low,low,low,high_level-low_diversity,high_level-low_diversity,high_level-low_diversity,4.5,Basic child support,1,1,0,NA,1,0
292518036432,1,control,0,0,7,0,0.7058823529411765,4,2,16,24,not female,0,7,7,0,0,2,2,0,127,0,0,0,0,0,4498,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.4128717469258229,0.6672832212353305,0.6813800330359201,0.10044202835023182,0.02257143285177051,0.06340022056380569,low,low,low,high,low,high,low_level-high_diversity,low_level-low_diversity,low_level-high_diversity,6,Basic child support,0,0,0,NA,0,0
292549427244,1,monetary,NA,1,6,0,0.7058823529411765,5,3,11,41,not female,0,6,7,1,1,1,2,1,60,0,0,0,0,0,1949,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.6874806720230974,0.7138424242788739,0.7111338402322084,0.05953469061298552,0.08121500344166405,0.08194835928238091,high,high,high,low,high,high,high_level-low_diversity,high_level-high_diversity,high_level-high_diversity,6.5,Basic child support,1,1,0,NA,0,1
292623712380,1,monetary,NA,1,7,0,0.9411764705882353,4,4,10,50,not female,0,7,6,-1,1,2,2,0,476,0,0,0,0,0,13916,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.648887550189781,0.6934864561579199,0.752312583072925,0.17961745390382347,0.03319528735201063,0.04652180655343245,low,high,high,high,low,low,low_level-high_diversity,high_level-low_diversity,high_level-low_diversity,5,Basic child support,1,-1,0,NA,0,1
292646490264,1,control,0,0,7,0,0.4117647058823529,3,4,14,50,not female,0,7,6,-1,1,2,2,0,315,0,0,0,0,0,16341,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.580533995480352,0.7049698579530687,0.7058991034349146,0.14825733906925054,0.01571389139523463,0.02005569046264883,low,high,low,high,low,low,low_level-high_diversity,high_level-low_diversity,low_level-low_diversity,5.5,Basic child support,1,-1,0,NA,0,0
292696421580,1,verbal,1,NA,1,1,0.7058823529411765,3,3,16,36,not female,0,1,1,0,0,2,3,1,207,0,0,0,0,0,7295,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.6552898680427242,0.5803801422542542,0.5928871585710807,0.10678340175024158,0.05837907304757693,0.08372854043782851,low,low,low,high,high,high,low_level-high_diversity,low_level-high_diversity,low_level-high_diversity,4.5,Basic child support,0,0,0,NA,1,0
292748060844,1,verbal,1,NA,4,0,0.5294117647058824,2,6,15,65,not female,1,4,5,1,1,1,3,2,452,5,1,4,1,2,20714,486,0.023462392584725305,0.015746016261672106,1,1,0.598909713642671,0.598909713642671,0.598909713642671,1,1,0.598909713642671,0.598909713642671,0.598909713642671,5,2,0.62402825238833,0.6543988492353542,0.6490890776110585,TRUE,0.6691794007617693,0.6593471476061387,0.687643424987627,0.04376682250370633,0.02135190988141287,0.06495816172250285,high,low,low,low,low,high,high_level-low_diversity,low_level-low_diversity,low_level-high_diversity,5,Basic child support,1,1,5,0.598909713642671,1,0
294136104096,1,control,0,0,6,1,0.7647058823529411,4,6,13,60,not female,0,6,6,0,0,2,2,0,31,0,0,0,0,0,1729,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.512610735172434,0.7706131508644803,0.6878588348598583,0.156137168458893,0.09443852728121271,0.08270548951383237,low,high,low,high,high,high,low_level-high_diversity,high_level-high_diversity,low_level-high_diversity,6,Basic child support,0,0,0,NA,0,0
294293766780,1,control,0,0,5,0,0.11764705882352941,1,3,12,32,not female,0,5,4,-1,1,1,3,2,101,0,0,0,0,0,2407,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.43669913641967795,0.6276816286515192,0.6572490176629853,0.08526254632933214,0.08261774935067649,0.0956410883776122,low,low,low,low,high,high,low_level-low_diversity,low_level-high_diversity,low_level-high_diversity,6,Basic child support,1,-1,0,NA,0,0
294548351580,1,control,0,0,7,0,0.17647058823529413,3,4,13,40,not female,0,7,4,-3,3,3,2,-1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.7355651875580852,NA,0.7444665175084239,0.05612332722868539,NA,0.0537422692014974,high,NA,high,low,NA,low,high_level-low_diversity,NA,high_level-low_diversity,6,Basic child support,3,-3,0,NA,0,0
294601017528,1,monetary,NA,1,6,1,0.7647058823529411,3,8,15,36,female,1,6,6,0,0,2,3,1,337,10,1,1,9,4,14916,533,0.03573344060069724,0.030648870471003037,2,1,0.705769170970334,0.705769170970334,0.705769170970334,2,1,0.705769170970334,0.705769170970334,0.705769170970334,3,2,0.702019367186653,0.693269825024731,0.6957939366559895,TRUE,0.6781003549127559,0.690190944787897,0.6966817566795842,0.06779692002974844,0.04739642818596376,0.04640361491032414,high,high,low,low,low,low,high_level-low_diversity,high_level-low_diversity,low_level-low_diversity,5.5,Basic child support,0,0,10,0.705769170970334,0,1
294637136832,1,monetary,NA,1,6,0,0.47058823529411764,4,6,13,61,not female,1,6,7,1,1,3,3,0,360,8,1,2,6,3,12895,552,0.04280728964715006,0.029491667057638872,6,2,0.8454210360587692,0.8246491884935386,0.8481714551948315,6,2,0.8454210360587692,0.8246491884935386,0.8481714551948315,8,3,0.8412490274753847,0.7855546746535352,0.8203074133297432,TRUE,0.7585286600999699,NA,0.7804464718774266,0.04661262820181514,NA,NA,high,NA,high,low,NA,NA,high_level-low_diversity,NA,NA,6,Basic child support,1,1,8,0.8454210360587692,0,1
294844178160,1,verbal,1,NA,7,0,0.5882352941176471,3,1,12,52,female,0,7,7,0,0,2,2,0,86,0,0,0,0,0,5236,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.7596755503732546,0.6579511769604123,0.6710128973115975,0.13995263948627604,0.03002778593358112,0.03065118871781601,high,low,low,high,low,low,high_level-high_diversity,low_level-low_diversity,low_level-low_diversity,5.5,Basic child support,0,0,0,NA,1,0
294981665580,1,verbal,1,NA,4,0,0.35294117647058826,1,0,13,37,not female,0,4,7,3,3,1,3,2,311,0,0,0,0,0,5057,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.7472723020235809,0.816946216297037,0.7807106437308861,0.05249191434460296,NA,0.00309393250830632,high,high,high,low,NA,low,high_level-low_diversity,NA,high_level-low_diversity,7,Basic child support,3,3,0,NA,1,0
294983786664,1,monetary,NA,1,7,1,0.6470588235294118,3,7,26,36,female,0,7,6,-1,1,3,2,-1,458,0,0,0,0,0,42779,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.41468660360254134,0.6954060958386454,0.7079770441517992,0.11020338703208436,0.08176455216473684,0.07106302432133195,low,high,low,high,high,high,low_level-high_diversity,high_level-high_diversity,low_level-high_diversity,7,Basic child support,1,-1,0,NA,0,1
294992336664,1,verbal,1,NA,4,0,0.11764705882352941,2,1,14,33,not female,0,4,4,0,0,1,2,1,44,0,0,0,0,0,2096,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.5936910880580548,0.6257930994479126,0.6255426124689278,0.15858342817527266,0.05015094324307974,0.07701048156899369,low,low,low,high,low,high,low_level-high_diversity,low_level-low_diversity,low_level-high_diversity,4,Basic child support,0,0,0,NA,1,0
295039534032,1,monetary,NA,1,1,0,0.7058823529411765,4,8,10,65,not female,0,1,1,0,0,2,1,-1,223,0,0,0,0,0,5150,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.669712459083475,0.7195393321896637,0.6530055372321711,0.04013991972033723,0.179648976549011,0.16252688089152145,high,high,low,low,high,high,high_level-low_diversity,high_level-high_diversity,low_level-high_diversity,6,Basic child support,0,0,0,NA,0,1
295075850328,1,verbal,1,NA,5,0,0.5882352941176471,5,8,12,37,female,0,5,6,1,1,2,3,1,95,0,0,0,0,0,11024,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.7167669061707113,0.7639111857084873,0.6983991698753748,0.09524655307783564,0.09000815026904928,0.10386417171338434,high,high,low,high,high,high,high_level-high_diversity,high_level-high_diversity,low_level-high_diversity,7,Basic child support,1,1,0,NA,1,0
295087686948,1,monetary,NA,1,7,0,0.7058823529411765,4,8,12,57,not female,0,7,5,-2,2,2,3,1,6,0,0,0,0,0,236,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.5841122075821981,0.6753844146398359,0.6375680639696036,0.1551382799912042,0.07260620000330426,0.09661907257653918,low,high,low,high,high,high,low_level-high_diversity,high_level-high_diversity,low_level-high_diversity,4,Basic child support,2,-2,0,NA,0,1
295124897916,1,monetary,NA,1,4,0,0.5294117647058824,5,2,15,37,female,1,4,5,1,1,2,3,1,73,2,1,0,2,1,3218,39,0.012119328775637041,0.02402592893798624,2,1,0.578455258625987,0.578455258625987,0.578455258625987,2,1,0.578455258625987,0.578455258625987,0.578455258625987,2,1,0.578455258625987,0.578455258625987,0.578455258625987,TRUE,0.6655727634378666,0.598909713642671,0.598909713642671,0.02620223916220509,NA,NA,high,low,low,low,NA,NA,high_level-low_diversity,NA,NA,5.5,Basic child support,1,1,2,0.578455258625987,0,1
295147262664,1,control,0,0,3,0,0.47058823529411764,4,5,22,31,female,0,3,4,1,1,2,1,-1,359,0,0,0,0,0,11862,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.7256031168428546,0.7829405159965743,0.8114935517712184,0.1656502798221277,0.03014045669881098,0.07728681595959455,high,high,high,high,low,high,high_level-high_diversity,high_level-low_diversity,high_level-high_diversity,5,Basic child support,1,1,0,NA,0,0
295148694960,1,monetary,NA,1,6,0,0.29411764705882354,4,4,15,27,female,0,6,5,-1,1,2,2,0,121,0,0,0,0,0,5927,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.4124564080765704,0.81538396763029,0.780685992719991,0.10491883313785104,NA,0.00286107029492716,low,high,high,high,NA,low,low_level-high_diversity,NA,high_level-low_diversity,4,Basic child support,1,-1,0,NA,0,1
295167711528,1,monetary,NA,1,4,1,0.5294117647058824,3,8,11,47,female,0,4,6,2,2,3,3,0,90,0,0,0,0,0,3540,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.5308790689648248,0.6334557891771817,0.7708392377140123,0.13985298953838407,0.03020966669682905,0.03714193836128833,low,low,high,high,low,low,low_level-high_diversity,low_level-low_diversity,high_level-low_diversity,5,Basic child support,2,2,0,NA,0,1
295290420444,1,verbal,1,NA,4,0,0.7058823529411765,4,5,14,59,female,1,4,4,0,0,3,3,0,252,3,1,1,2,2,20444,499,0.02440813930737625,0.020858952765076936,2,1,0.705769170970334,0.705769170970334,0.7057691709703339,2,1,0.705769170970334,0.705769170970334,0.7057691709703339,3,2,0.7123539884019161,0.7370627319070914,0.7292432424518044,TRUE,0.6360936441211951,0.6543551396898173,0.7802536173707117,0.0999700526661824,0.09124836243053024,0.0602591571517224,low,low,high,high,high,high,low_level-high_diversity,low_level-high_diversity,high_level-high_diversity,6,Basic child support,0,0,3,0.705769170970334,1,0
295334470044,1,control,0,0,2,1,0.8235294117647058,5,6,13,55,not female,0,2,1,-1,1,3,3,0,601,0,0,0,0,0,24368,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.6038621175472786,0.6993893306594632,0.7411070003714998,0.1848623982314283,0.07689330964120063,0.08714824556017442,low,high,high,high,high,high,low_level-high_diversity,high_level-high_diversity,high_level-high_diversity,4.5,Basic child support,1,-1,0,NA,0,0
295412860548,1,monetary,NA,1,5,1,0.23529411764705882,4,4,10,58,female,0,5,7,2,2,2,2,0,15,0,0,0,0,0,1195,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.7298714399846676,0.7411297429933722,0.6338771318791969,0.0822679848136262,0.08730028926004796,0.05617540049599254,high,high,low,low,high,high,high_level-low_diversity,high_level-high_diversity,low_level-high_diversity,1.5,Basic child support,2,2,0,NA,0,1
295443772560,1,verbal,1,NA,6,0,0.5882352941176471,2,1,17,54,female,0,6,7,1,1,2,3,1,15,0,0,0,0,0,663,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.6687290096638567,0.6264653247683236,0.6284728261126706,0.02569710613477385,0.0290170485701608,0.03089142365488947,high,low,low,low,low,low,high_level-low_diversity,low_level-low_diversity,low_level-low_diversity,5.5,Basic child support,1,1,0,NA,1,0
296236531296,1,control,0,0,4,0,0.6470588235294118,4,2,12,66,not female,0,4,6,2,2,2,2,0,347,0,0,0,0,0,7453,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.5409884196931867,0.705769170970334,0.7284446468816792,0.1744064597437586,NA,0.00237418855724075,low,high,high,high,NA,low,low_level-high_diversity,NA,high_level-low_diversity,6,Basic child support,2,2,0,NA,0,0
296270392716,1,control,0,0,7,0,0.5294117647058824,2,1,17,68,not female,0,7,6,-1,1,2,1,-1,184,0,0,0,0,0,9112,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.5143466880535149,NA,0.7284326243566441,0.1607283854073649,NA,0.00532777261165642,low,NA,high,high,NA,low,low_level-high_diversity,NA,high_level-low_diversity,6,Basic child support,1,-1,0,NA,0,0
296314442316,1,verbal,1,NA,6,1,0.7058823529411765,4,4,13,55,not female,0,6,6,0,0,2,3,1,131,0,0,0,0,0,7907,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.7734679798784302,0.6692616605018008,0.7781049991102973,0.03407234240370551,0.08286929296473905,0.02036593245369516,high,low,high,low,high,low,high_level-low_diversity,low_level-high_diversity,high_level-low_diversity,6,Basic child support,0,0,0,NA,1,0
296431060896,1,verbal,1,NA,4,0,0.7647058823529411,4,3,16,59,not female,0,4,6,2,2,2,3,1,6,0,0,0,0,0,969,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.6764495065214432,NA,0.696441085914132,0.01278665714280394,NA,NA,high,NA,low,low,NA,NA,high_level-low_diversity,NA,NA,4,Basic child support,2,2,0,NA,1,0
296485300044,1,monetary,NA,1,7,1,0.29411764705882354,3,2,16,58,female,0,7,6,-1,1,3,3,0,2,0,0,0,0,0,122,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.680665352062495,NA,0.799649853780606,0.03840208280091933,NA,NA,high,NA,high,low,NA,NA,high_level-low_diversity,NA,NA,7,Basic child support,1,-1,0,NA,0,1
296604729180,1,verbal,1,NA,7,0,0.8823529411764706,4,5,16,46,not female,1,7,7,0,0,1,3,2,170,3,1,1,2,2,5007,81,0.016177351707609346,0.024412351840009134,2,1,0.598909713642671,0.598909713642671,0.598909713642671,2,1,0.598909713642671,0.598909713642671,0.598909713642671,3,2,0.6408690908655332,0.622030186806289,0.6285525239962257,TRUE,0.671812698410557,0.6780355246179921,0.6920285627015713,0.06317682199562905,0.04862861211415122,0.07700173480422381,high,high,low,low,low,high,high_level-low_diversity,high_level-low_diversity,low_level-high_diversity,6,Basic child support,0,0,3,0.598909713642671,1,0
